what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1711511039331
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1711511039346
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110815-1438,"org.eclipse.equinox.p2.publisher.eclipse",1711511039362
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1711511039362
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1711511039378
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1711511039378
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1711511039378
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1711511039378
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1711511039378
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1711511039378
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1711511039393
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1711511039393
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1711511039596
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1711511039596
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1711511039596
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1711511039596
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1711511039596
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1711511039596
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1711511039612
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1711511039612
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1711511039612
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1711511039612
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1711511039612
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1711511039612
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1711511039612
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1711511039628
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1711511039628
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1711511039628
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1711511039628
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1711511039628
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1711511039643
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1711511039643
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1711511039643
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1711511039643
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1711511039659
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1711511039659
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1711511039675
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1711511039690
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1711511039690
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1711511039690
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1711511039690
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1711511039690
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1711511039690
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1711511039706
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1711511039706
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1711511039706
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1711511039893
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1711511039909
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1711511039909
started,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1711511039909
os,sysinfo,,,"win32",1711511039924
arch,sysinfo,,,"x86",1711511039924
ws,sysinfo,,,"win32",1711511039924
locale,sysinfo,,,"en_GB",1711511039924
processors,sysinfo,,,"4",1711511039924
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1711511039924
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1711511039924
java.specification.name,sysinfo,,,"Java Platform API Specification",1711511039924
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1711511039924
java.specification.version,sysinfo,,,"1.6",1711511039924
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1711511039924
java.version,sysinfo,,,"1.6.0_23",1711511039924
java.vm.info,sysinfo,,,"mixed mode",1711511039924
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1711511039924
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1711511039924
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1711511039924
java.vm.specification.version,sysinfo,,,"1.0",1711511039924
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1711511039924
java.vm.version,sysinfo,,,"19.0-b09",1711511039924
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1711511040346
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1711511040487
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1711511040534
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1711511040690
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1711511042823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511042962
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1711511043034
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1711511043175
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1711511043269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511045590
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1711511050425
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1711511051707
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1711511052988
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1711511053312
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1711511053462
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1711511053463
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1711511053474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511065794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1711511111541
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1711511208574
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1711511208949
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1711511211074
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1711511220577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511241812
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1711511259454
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1711511259469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511272313
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1711511317944
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1711511317977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511318272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511337037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511345198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511366788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511473494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1711511473572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1711511473572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511474322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511483420
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1711511501949
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1711511502683
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1711511510648
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1711511510726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511514504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511526203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511535164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511605842
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1711511610576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511628576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511629654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511630149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511648440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511656353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511677966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511680599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511690979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1711511693164
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1711511696114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511698587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511703814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511717394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511800736
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1711511812199
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1711511812214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511819501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511829125
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1711511829272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511854429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511860112
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1711511860227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511866094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711511875983
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1711511878562
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1711511878608
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1711511889905
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1711511892421
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1711511892483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512647071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512709919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512715816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512759397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512763397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512766209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512768319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512770897
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1711512771245
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1711512771620
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1711512774135
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1711512774370
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1711512774479
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1711512775135
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1711512775135
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1711512775135
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1711512775135
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1711512775135
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1711512775135
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1711512775135
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1711512775135
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1711512775135
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1711512775135
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1711619399675
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1711619399675
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1711619399691
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1711619399691
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1711619399691
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1711619399691
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1711619399691
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1711619399691
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1711619399691
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1711619399706
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1711619399706
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1711619399706
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1711619399706
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1711619399722
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1711619399722
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1711619399722
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1711619399722
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1711619399722
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1711619399738
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1711619399738
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1711619399738
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1711619399738
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1711619399738
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1711619399753
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1711619399753
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1711619399753
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1711619399753
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1711619399753
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1711619399769
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1711619399769
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1711619399769
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1711619399769
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1711619399784
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1711619399784
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1711619399784
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1711619399784
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1711619399800
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1711619399800
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1711619399800
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1711619399800
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1711619399800
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1711619399800
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1711619399816
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1711619399816
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1711619399816
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110815-1419,"org.eclipse.equinox.p2.extensionlocation",1711619399831
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1711619399831
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1711619399831
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1711619399831
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1711619399831
